0.10605,0.102125,0.103731,0.0969733,0.10116,0.0992278,0.0958121,0.0971179,0.101957,0.0958454
0.107055,0.100098,0.107195,0.0964199,0.104046,0.0981486,0.0954902,0.0954025,0.0986184,0.0975261
0.105763,0.104253,0.107588,0.0946947,0.100174,0.0986225,0.0949099,0.0972531,0.0997768,0.096964
0.102502,0.0969011,0.0998188,0.0999614,0.104929,0.0985241,0.0972155,0.0981429,0.102532,0.0994736
0.104868,0.0990856,0.0998138,0.0973409,0.10264,0.0968307,0.0985537,0.0990924,0.100884,0.100891
0.106234,0.102888,0.105403,0.0945711,0.101302,0.0994165,0.097705,0.0953765,0.102364,0.0947396
0.105575,0.100456,0.105674,0.0959505,0.102323,0.0990206,0.0969401,0.0968226,0.0992221,0.0980158
0.105306,0.103088,0.103351,0.0961497,0.100655,0.0975694,0.0995543,0.0970897,0.100277,0.09696
0.104462,0.0993669,0.102426,0.0988623,0.104159,0.0985173,0.0956172,0.0980062,0.103098,0.0954856
0.103983,0.0987261,0.10683,0.0977926,0.103962,0.101203,0.0903837,0.0993693,0.10112,0.0966305
0.104088,0.100102,0.105969,0.0978091,0.103296,0.0984812,0.0946589,0.0963904,0.102033,0.0971715
0.106064,0.0958743,0.101611,0.0975973,0.105555,0.0951959,0.093268,0.100083,0.0998147,0.104936
0.107906,0.104708,0.0999455,0.0920829,0.097896,0.0968345,0.10216,0.098652,0.0987697,0.101045
0.105571,0.101256,0.106613,0.0940865,0.101394,0.0995496,0.0943278,0.098072,0.101372,0.0977579
0.103966,0.0975013,0.104978,0.0964663,0.103434,0.102207,0.0936355,0.0976776,0.100353,0.0997814
0.102682,0.105209,0.104375,0.0960126,0.0973976,0.100553,0.0956374,0.0965279,0.105745,0.0958602
0.107837,0.0984028,0.107325,0.0936122,0.103261,0.0999091,0.0960211,0.0981413,0.0966856,0.0988058
0.107672,0.100158,0.107054,0.0918767,0.103433,0.0984957,0.0978547,0.0952343,0.0978913,0.100331
0.105379,0.103664,0.110026,0.093785,0.100611,0.0984508,0.0959111,0.0951503,0.100498,0.0965246
0.105625,0.101838,0.105665,0.094155,0.0996662,0.100196,0.0956155,0.0978117,0.101306,0.0981218
0.105308,0.103449,0.106349,0.0935818,0.101308,0.0988133,0.0966332,0.0961074,0.102309,0.0961419
0.106823,0.0989501,0.103675,0.0950052,0.102876,0.0989239,0.0958561,0.0974195,0.100132,0.100339
0.105773,0.0989976,0.102319,0.0966709,0.100842,0.0973995,0.0940179,0.099791,0.0996115,0.104577
0.103167,0.0992384,0.103565,0.0959821,0.103618,0.098218,0.097535,0.0976052,0.101283,0.0997882
0.10447,0.0972483,0.103322,0.096397,0.10395,0.101258,0.0967045,0.0965872,0.10171,0.0983539
0.107703,0.0996169,0.103909,0.0951158,0.10282,0.0997266,0.0999186,0.0957391,0.0959587,0.0994925
0.104742,0.0985843,0.10681,0.0964424,0.103402,0.0996326,0.0936339,0.0976104,0.100562,0.0985808
0.105443,0.0992002,0.105529,0.095678,0.102766,0.0987075,0.095302,0.0977006,0.0992597,0.100413
0.105875,0.0986324,0.104318,0.0950544,0.103901,0.0997638,0.0986032,0.096311,0.100961,0.0965793
0.106448,0.101625,0.104102,0.0947359,0.100214,0.0993144,0.0989513,0.0966189,0.0996012,0.098389
0.104792,0.0981521,0.106415,0.0954458,0.10469,0.101906,0.096879,0.0956352,0.100303,0.0957808
0.108508,0.102369,0.106943,0.0904042,0.101486,0.0993098,0.0999166,0.0957122,0.0972567,0.0980941
0.106286,0.10542,0.107099,0.0944192,0.099324,0.0977495,0.0973363,0.0948023,0.10042,0.0971437
0.105304,0.096712,0.102375,0.0943613,0.103017,0.100127,0.0999258,0.0969731,0.0990421,0.102163
0.105558,0.0976931,0.108021,0.0939368,0.103114,0.100019,0.095336,0.0968731,0.0980962,0.101353
0.104662,0.100493,0.107094,0.0959752,0.102942,0.0968934,0.0944567,0.0961508,0.102075,0.0992578
0.104707,0.0987709,0.104326,0.0972221,0.10394,0.0978397,0.0928848,0.0982262,0.101449,0.100634
0.107077,0.101067,0.105963,0.0939993,0.0998906,0.0999841,0.0954242,0.0973042,0.100893,0.0983976
0.105594,0.102513,0.105048,0.0957606,0.101088,0.0963671,0.0955608,0.0973753,0.100767,0.0999261
0.106542,0.0983913,0.101979,0.0967685,0.104014,0.0994153,0.0954048,0.0993875,0.100154,0.0979436
0.103523,0.102077,0.106929,0.0956645,0.103356,0.0998732,0.097171,0.0949136,0.102397,0.0940958
0.105822,0.09885,0.103295,0.0957085,0.103977,0.097815,0.0969045,0.0974362,0.101041,0.0991512
0.104837,0.0988803,0.102919,0.0974749,0.102903,0.0983766,0.0936145,0.0983228,0.101977,0.100694
0.103193,0.0990124,0.104855,0.0983881,0.104836,0.0999005,0.0923696,0.0985727,0.102963,0.0959094
0.105192,0.0970229,0.103814,0.0981713,0.104781,0.0968833,0.0942287,0.0970163,0.101646,0.101245
0.10726,0.103074,0.104467,0.0917439,0.098222,0.0989918,0.0974822,0.0985808,0.101639,0.0985391
0.106357,0.099391,0.107237,0.0936184,0.103716,0.0988708,0.0982755,0.0943276,0.0983306,0.099876
0.104403,0.0990392,0.106853,0.0948063,0.101526,0.100864,0.0926082,0.0983683,0.10184,0.0996902
0.109122,0.10548,0.107256,0.0900425,0.0965682,0.0976929,0.0988605,0.0964061,0.0980369,0.100535
0.108307,0.0976418,0.104237,0.0914108,0.101949,0.0994496,0.101437,0.0957114,0.0971448,0.102712
0.103686,0.101254,0.102656,0.0997153,0.101355,0.0984344,0.0928629,0.0987618,0.102442,0.0988321
0.104939,0.0986284,0.106725,0.0990296,0.104271,0.0984044,0.0938857,0.0957123,0.101553,0.0968518
0.106098,0.0984647,0.105263,0.0957418,0.102491,0.0972976,0.0946893,0.0978136,0.100016,0.102126
0.105663,0.100921,0.104602,0.0964358,0.102419,0.0997416,0.0953462,0.0982857,0.0991456,0.0974407
0.107413,0.101728,0.104616,0.0923153,0.101891,0.0971832,0.100863,0.0944924,0.0987727,0.100725
0.107398,0.100479,0.103446,0.0930665,0.103216,0.0966041,0.0992482,0.0980899,0.099184,0.0992684
0.105587,0.101042,0.105082,0.0954803,0.101583,0.0985778,0.0953309,0.0979807,0.10019,0.0991458
0.104343,0.105347,0.109015,0.0952852,0.0987134,0.101033,0.0941658,0.0954281,0.103758,0.0929116
0.105514,0.0969319,0.109872,0.0955146,0.105597,0.100631,0.0945857,0.0942466,0.0983862,0.0987209
0.104446,0.0978281,0.104594,0.0954363,0.104467,0.101346,0.0965261,0.0964703,0.100861,0.0980264
0.105829,0.0972852,0.105902,0.0972488,0.102559,0.102496,0.0958398,0.0959716,0.0985772,0.0982921
0.10644,0.10155,0.105443,0.0927272,0.101465,0.0991181,0.0965125,0.0976629,0.101643,0.0974389
0.105095,0.0971057,0.101692,0.0944692,0.104523,0.0995904,0.0998934,0.095485,0.101203,0.100944
0.105846,0.097738,0.104963,0.0955354,0.103454,0.0986212,0.0923838,0.0999996,0.099089,0.102369
0.103412,0.0949057,0.102741,0.098912,0.107086,0.0986062,0.0920837,0.099564,0.10137,0.101319
0.106444,0.100746,0.105908,0.0935914,0.102351,0.098297,0.0970544,0.0973666,0.100364,0.0978777
0.106113,0.10213,0.107407,0.0935281,0.0995739,0.100006,0.0947963,0.0970921,0.100211,0.0991428
0.103834,0.0982176,0.10285,0.0995323,0.104634,0.0980083,0.0962077,0.0967629,0.101499,0.0984542
0.103399,0.100584,0.108529,0.0960897,0.102146,0.100703,0.0939148,0.0964011,0.10199,0.0962427
0.107124,0.10424,0.106643,0.0902709,0.0970049,0.0986798,0.0991833,0.0961228,0.101278,0.0994532
0.105716,0.0997836,0.10714,0.0961096,0.101812,0.102243,0.0942465,0.0977656,0.0979548,0.0972293
0.109553,0.102931,0.106539,0.0891555,0.0981807,0.0992804,0.0964971,0.0982465,0.0968995,0.102717
0.104682,0.0960447,0.105842,0.0982201,0.105908,0.0993006,0.0929986,0.0968271,0.100718,0.099459
0.104842,0.0978672,0.101046,0.0981435,0.104533,0.0979037,0.0969667,0.0990552,0.101043,0.0985999
0.105582,0.100984,0.103515,0.0967493,0.10216,0.0969068,0.0945746,0.0992275,0.100901,0.099399
0.105184,0.101844,0.102399,0.0957877,0.102818,0.0973591,0.0988955,0.0969376,0.100948,0.0978276
0.106993,0.102216,0.103133,0.0923473,0.100895,0.0989261,0.099948,0.0969411,0.101141,0.0974606
0.106065,0.102529,0.102808,0.0929179,0.098377,0.0976142,0.0977121,0.0990295,0.101048,0.101899
0.105084,0.0950056,0.103164,0.0975438,0.107797,0.0955867,0.0957464,0.0963532,0.100052,0.103666
0.107685,0.0988826,0.101594,0.093314,0.102339,0.0976601,0.100278,0.0979978,0.0988205,0.101429
0.105985,0.096604,0.102907,0.0957547,0.105538,0.0993248,0.10114,0.0946366,0.098289,0.09982
