0.104771,0.0964416,0.0999149,0.0984697,0.106442,0.0966481,0.0965217,0.0988668,0.101096,0.100827
0.107019,0.102656,0.104492,0.0918593,0.100401,0.0989456,0.0983404,0.0980113,0.100022,0.0982524
0.107684,0.100935,0.102333,0.0949051,0.100628,0.096825,0.097877,0.0983212,0.0983148,0.102177
0.105059,0.0987283,0.110959,0.0965605,0.105151,0.101156,0.0942327,0.0940071,0.098184,0.0959624
0.104777,0.102742,0.102281,0.0948904,0.101044,0.0966028,0.0983892,0.0975935,0.102242,0.0994382
0.107617,0.0972463,0.106973,0.0928976,0.104831,0.0996324,0.09674,0.0956033,0.0968642,0.101596
0.106312,0.0999091,0.106908,0.0947824,0.102468,0.100634,0.0960259,0.0967212,0.0988403,0.0974
0.107071,0.0985126,0.105839,0.0943918,0.103944,0.0990116,0.0948454,0.097505,0.09956,0.0993194
0.104371,0.100104,0.104139,0.0973212,0.104772,0.0986759,0.0962605,0.0956972,0.102512,0.0961479
0.105101,0.100804,0.105729,0.096086,0.102203,0.0989397,0.0964129,0.0944066,0.102517,0.0978001
0.105501,0.0958661,0.105226,0.0966973,0.105879,0.099268,0.0971745,0.0948251,0.0985682,0.100994
0.106965,0.0981801,0.10309,0.0949312,0.103474,0.0978905,0.0969656,0.0971477,0.101151,0.100206
0.104538,0.0991453,0.101886,0.0983101,0.103942,0.0959031,0.099998,0.0949328,0.101399,0.0999457
0.107174,0.10067,0.107228,0.093333,0.102273,0.0984828,0.0967449,0.0958851,0.0992106,0.0989986
0.105497,0.101768,0.103307,0.096802,0.101883,0.097462,0.0959683,0.0976548,0.100171,0.0994882
0.104209,0.0979588,0.105251,0.0960302,0.104324,0.0994979,0.0948152,0.0979776,0.100199,0.0997375
0.105214,0.0991446,0.105207,0.0985761,0.103784,0.100491,0.0943522,0.0971934,0.100556,0.0954819
0.100564,0.100011,0.103702,0.0981553,0.103564,0.0992447,0.0977535,0.0952286,0.106292,0.0954856
0.103097,0.0979784,0.107408,0.0995374,0.105721,0.10086,0.092625,0.0962095,0.102161,0.0944031
