date,AAPL,Return,42d,252d,Mov_Vol
2002-01-11,10.52,-0.00851874531633,10.64,10.1780555556,0.0157714690466
2002-01-14,10.57,0.00474159257258,10.6683333333,10.1871428571,0.0153816945722
2002-01-15,10.85,0.0261452801043,10.695952381,10.1960714286,0.014640005138
2002-01-16,10.39,-0.0433212748753,10.7097619048,10.2044444444,0.0142997086035
2002-01-17,11.24,0.0786350393544,10.7457142857,10.2133333333,0.0140007028249
2002-01-18,11.09,-0.0134350431033,10.784047619,10.2232142857,0.0160182350371
2002-01-22,10.91,-0.0163640015173,10.8057142857,10.2325396825,0.0152810790566
2002-01-23,11.51,0.0535364228888,10.8471428571,10.2448809524,0.0198421594884
2002-01-24,11.6,0.00778887537853,10.889047619,10.2538095238,0.0135833347797
2002-01-25,11.62,0.00172265331145,10.9295238095,10.2612301587,0.0110529704537
2002-01-28,11.64,0.00171969087953,10.9521428571,10.2692460317,0.0120068715975
2002-01-29,11.53,-0.00949510802232,10.9766666667,10.2743253968,0.00741280483697
2002-01-30,12.05,0.0441123256557,11.019047619,10.281468254,0.0101916201569
2002-01-31,12.36,0.0254007920929,11.0702380952,10.290952381,0.0135364743187
2002-02-01,12.2,-0.0130295002903,11.1071428571,10.3005555556,0.0139277683159
2002-02-04,12.68,0.0385899972699,11.1585714286,10.3078174603,0.00981831187048
2002-02-05,12.73,0.00393546356024,11.195,10.3151587302,0.00989228595074
2002-02-06,12.34,-0.0311153940921,11.205952381,10.3212301587,0.00833880255944
2002-02-07,12.15,-0.0155168486907,11.224047619,10.3275396825,0.00883529068674
2002-02-08,12.02,-0.0107572406795,11.2419047619,10.3343253968,0.00966692210995
2002-02-11,12.49,0.0383563950304,11.270952381,10.3438095238,0.0133794951049
2002-02-12,12.35,-0.0112722610635,11.3057142857,10.3509126984,0.00986378828961
2002-02-13,12.51,0.0128722614048,11.3478571429,10.3593650794,0.0117576839743
2002-02-14,12.3,-0.0169290621004,11.3907142857,10.366984127,0.0106912533018
2002-02-15,11.95,-0.0288679840009,11.4326190476,10.376468254,0.014056722463
2002-02-19,11.31,-0.0550439882495,11.4564285714,10.3822619048,0.00870677920269
2002-02-20,11.56,0.0218635731162,11.4814285714,10.3901984127,0.0119665527763
